#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,135 = 0.0,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #
PGNHA05V,PGNHA05V,PGNHA05V,PGNHA05V,PGNXA05VB,PGNXA05VB,PGNXA05VB,PGNXA05VB,PGOAA08VB,PGOAA08VB,PGOAA08VB,PGOAA08VB,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,180 = 0.0,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,PGMHA01VN_R,,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V,PGNCA03V
14.85074627,15.44270833,14.55882353,16.34328358,5.459143969,12.50218341,9.257839721,13.71179039,11.70357751,12.12121212,12.51091703,13.9516129,17.4811256,19.20645161,16.20866591,15.49295775,15.01182033,16.8127786,17.13689482,17.30368311,17.32873075,17.56113681,16.07746479,17.40419378,16.98709677,17.76796231,17.16133005,17.23625557,17.73831776,17.28937729,17.53521127,17.08502024,17.47135218,17.06338028,17.1417004,15.61864407,16.36259977,14.89361702,17.43308167,16,16.83168317,#VALUE!,12.09860936,15.01572327,15.52380952,17.45934959,19.1391106,15.76271186,15.99674973,15.91188525,17.83875339,15.98930481,14.75940507,18.81188119,16.92732291,16.17700181,17.58241758,14.85533454,15.29758713,17.25559482,16.0804769,17.02141901,15.45931759,14.71816284,15.4049217,14.63984103,16.99548193,18.0620155,12.24789916,17.25554643,14.37216339,17.89156627,14.49090909,13.6286201,15.83809524,13.90977444,13.80252101,16.94515306,13.59022556,13.69090909,15.10204082,14.6761658,16.51162791,16.58692185,16.11336032,16.21157324,15.8974359,17.81097985,14.00702988,14.12727273,16.83898305,14.07563025,14.19141914,14.16176471,13.99038462,15.76550388,17.50547046,15.99778271,14.89130435,17.28245364,,21.31578947,21.3836478,22.98095238,22.72012579,22.42984694,20.75611564,22.61306533,22.54271357,23.19277108,22.44333886,22.8024911,22.87548855,23.52297593,23.87305699,23.4270415,22.75067024,23.26169406,23.88711395,23.34777898,23.12842362,22.31174699,23.32270408,22.76088743,23.28643216,22.84799068,22.64672686,22.12279556,23.89032258,22.7599425
14.92537313,15.44270833,14.49579832,16.24378109,5.474708171,12.50218341,9.222996516,13.71179039,11.63543441,12.06060606,12.44541485,14.27419355,17.38503775,19.22580645,16.19156214,15.58450704,14.97635934,16.79049034,17.19532554,17.2828353,17.32873075,17.56113681,16.12676056,17.40419378,17.0516129,17.803298,17.07512315,17.13967311,17.63239875,17.21611722,17.65492958,17.1659919,17.41787624,17.06338028,17.24696356,15.73728814,16.36259977,14.89361702,17.45367193,15.96585366,16.75596971,#VALUE!,12.26295828,15.09433962,15.4,17.41192412,19.09920182,15.65254237,16.07258938,15.77868852,17.77100271,16.01986249,14.61067367,18.81188119,17.01931923,16.2372065,17.50915751,14.76491863,15.38873995,17.17903416,16.14505713,17.00133869,15.54680665,14.79123173,15.39149888,14.65474416,16.89006024,18.00172265,12.33193277,17.31306491,14.37216339,17.91834003,14.49090909,13.57751278,15.83809524,13.96616541,13.71848739,17.02806122,13.53383459,13.63636364,15.14285714,14.6761658,16.5374677,16.66666667,16.17004049,16.15732369,15.82417582,17.79013204,14.05975395,14.18181818,16.86440678,14.13865546,14.30693069,14.30882353,13.78205128,15.79457364,17.45076586,15.99778271,14.81521739,17.21112696,,21.3476874,21.43867925,22.98095238,22.87735849,22.38520408,20.91549296,22.40647683,22.51256281,23.19277108,22.42675511,22.86476868,22.72473479,23.41356674,23.70466321,23.51405622,22.77211796,23.09734513,23.7486688,23.16901408,22.98843579,22.49246988,23.32270408,22.92522597,23.2160804,22.87128713,22.62979684,22.09666884,23.76129032,22.7599425
14.92537313,15.36458333,14.49579832,16.24378109,5.459143969,12.53275109,9.209059233,13.75545852,11.63543441,12.06060606,12.51091703,14.27419355,17.38503775,19.29032258,16.11744584,15.51408451,14.92907801,16.8127786,17.17028381,17.18554552,17.20658524,17.46860542,16.1056338,17.44757773,16.96774194,17.76796231,17.07512315,17.03566122,17.65109034,17.23809524,17.62676056,17.10931174,17.41787624,16.83098592,17.30364372,15.73728814,16.36259977,15.01182033,17.52230611,15.98536585,16.65695981,#VALUE!,12.22503161,15.19654088,15.4,17.41192412,19.08209806,15.6779661,16.05092091,15.74795082,17.68292683,16.01986249,14.67191601,18.88759464,17.01931923,16.15291993,17.48717949,14.76491863,15.40482574,17.12014134,16.25931446,16.91432396,15.54680665,14.74947808,15.52572707,14.75409836,16.73945783,18.14814815,12.33193277,17.39523418,14.32677761,17.87148594,14.41818182,13.6286201,15.87619048,14.04135338,13.80252101,17.1747449,13.47744361,13.50909091,15.33333333,14.6761658,16.6838932,16.72248804,16.08906883,16.15732369,15.87545788,17.76928423,14.11247803,14.23636364,16.92372881,14.13865546,14.30693069,14.36764706,13.99038462,15.66860465,17.57658643,15.93126386,14.67391304,17.16833096,,21.31578947,21.4072327,23.04761905,23.03459119,22.49362245,20.91549296,22.37297599,22.51256281,23.26807229,22.3880597,22.92704626,22.70798437,23.21115974,23.61398964,23.60776439,22.55764075,22.97092288,23.56762513,23.07692308,23.1466829,22.59036145,23.34183673,23.03204601,23.24623116,22.77227723,22.55643341,22.2926192,23.95483871,22.71202683
14.92537313,15.36458333,14.3487395,16.24378109,5.447470817,12.6069869,9.198606272,13.7860262,11.63543441,12.06060606,12.51091703,14.51612903,17.36444749,19.33548387,16.15165336,15.58450704,14.85815603,16.7384844,17.22036728,17.2133426,17.31279873,17.42894911,16.05633803,17.54880694,16.88387097,17.76796231,17.09975369,16.9910847,17.71339564,17.23809524,17.6056338,17.1659919,17.36440031,16.83098592,17.22267206,15.76271186,16.28848347,15.09456265,17.52230611,15.98536585,16.65695981,#VALUE!,12.09860936,15.17295597,15.42857143,17.36449864,19.02508552,15.65254237,15.98049837,15.85040984,17.70325203,16.06569901,14.67191601,18.92836342,16.89972401,16.19506321,17.45787546,14.76491863,15.42627346,17.07891637,16.29408843,16.8206158,15.57305337,14.64509395,15.48098434,14.75409836,16.69427711,18.23428079,12.24789916,17.39523418,14.32677761,17.91834003,14.6,13.57751278,15.83809524,14.04135338,13.86554622,17.23852041,13.40225564,13.50909091,15.19727891,14.76683938,16.64944014,16.80223285,16.17004049,16.18444846,15.97069597,17.83877693,14.05975395,14.23636364,16.88983051,14.13865546,14.30693069,14.26470588,13.94230769,15.57170543,17.56017505,15.82039911,14.56521739,17.21112696,,21.39553429,21.30503145,22.88571429,23.01100629,22.5127551,20.91549296,22.31714126,22.54271357,23.4186747,22.34936429,22.89145907,22.85315466,23.23304158,23.40673575,23.60776439,22.69705094,22.75600506,23.56762513,22.96858072,23.23189288,22.76355422,23.38647959,22.8430567,23.38693467,22.78974956,22.64672686,22.35793599,23.72258065,22.6305702
14.92537313,15.36458333,14.3487395,16.34328358,5.435797665,12.65065502,9.222996516,13.81222707,11.63543441,12.06060606,12.44541485,14.51612903,17.31640357,19.35483871,16.07753706,15.65492958,14.89361702,16.71619614,17.19532554,17.25503822,17.36590547,17.42894911,16.17605634,17.49819234,16.85806452,17.74440518,17.17980296,16.9910847,17.77570093,17.21611722,17.55633803,17.08502024,17.39495798,16.83098592,17.1659919,15.8220339,16.28848347,15.13002364,17.57035003,15.93658537,16.65695981,#VALUE!,12.01011378,15.19654088,15.3047619,17.36449864,19.0022805,15.53389831,15.98049837,15.80942623,17.7303523,16.01986249,14.54943132,18.88759464,16.92732291,16.21312462,17.41391941,14.80108499,15.60321716,17.12014134,16.25931446,16.86746988,15.51181102,14.6868476,15.44966443,14.76900149,16.71686747,18.28596038,12.18487395,17.36236647,14.41754917,18.02543507,14.49090909,13.6286201,15.9047619,14.04135338,13.80252101,17.2002551,13.40225564,13.58181818,15.14285714,14.80569948,16.5374677,16.74641148,16.17004049,16.15732369,15.94871795,17.79013204,14.00702988,14.36363636,17.00847458,14.07563025,14.14191419,14.22058824,13.99038462,15.57170543,17.56017505,15.77605322,14.59782609,17.31098431,,21.31578947,21.25,22.95238095,22.9009434,22.59566327,20.85618977,22.29480737,22.61306533,23.29066265,22.34936429,22.68683274,22.9480737,23.21115974,23.53626943,23.51405622,22.77211796,22.79393173,23.67412141,22.843987,23.39013999,22.96686747,23.1505102,22.86770748,23.64824121,22.83051835,22.57336343,22.42325278,23.78709677,22.88931481
14.92537313,15.44270833,14.28571429,16.34328358,5.447470817,12.62008734,9.198606272,13.81222707,11.63543441,11.97979798,12.44541485,14.27419355,17.22717914,19.41935484,16.00342075,15.63380282,14.92907801,16.58989599,17.13689482,17.2133426,17.2968667,17.51487112,16.21830986,17.42588576,16.88387097,17.803298,17.09975369,16.9910847,17.71339564,17.16483516,17.65492958,17.22267206,17.41787624,16.85211268,17.1902834,15.87288136,16.15165336,15.13002364,17.61839396,15.83902439,16.63948748,#VALUE!,12.09860936,15.22798742,15.26666667,17.45934959,18.96807298,15.50847458,15.98049837,15.80942623,17.61517615,16.04278075,14.61067367,18.85264997,16.92732291,16.13485852,17.28937729,14.76491863,15.47989276,17.23792697,16.29408843,16.80053548,15.7480315,14.71816284,15.42281879,14.78887233,16.79216867,18.23428079,12.18487395,17.47740345,14.41754917,17.93842035,14.49090909,13.45826235,16,13.96616541,13.65546218,17.09183673,13.34586466,13.63636364,15.23809524,14.85751295,16.64944014,16.77033493,16.21862348,16.06690778,15.97069597,17.76928423,14.00702988,14.41818182,17.05932203,14.07563025,14.24092409,14.11764706,13.89423077,15.60077519,17.61487965,15.74279379,14.92391304,17.16833096,,21.29186603,21.32861635,22.95238095,22.64150943,22.44897959,20.98962194,22.42881072,22.51256281,23.39608434,22.34936429,22.71352313,22.81965382,23.21115974,23.57512953,23.64792503,22.84182306,22.92035398,23.78061768,22.843987,23.35362142,23.21536145,23.08673469,22.98274445,23.41708543,22.83051835,22.59029345,22.31874592,23.63225806,23.04743651
14.92537313,15.546875,14.28571429,16.41791045,5.447470817,12.62008734,9.198606272,13.87336245,11.63543441,11.91919192,12.44541485,14.27419355,17.34385724,19.4,16.03762828,15.58450704,14.97635934,16.58989599,17.02838063,17.16469771,17.22251726,17.49504296,16.21830986,17.42588576,16.81935484,17.78563015,17.1182266,17.10995542,17.73831776,17.16483516,17.6056338,17.1417004,17.41787624,16.85211268,17.22267206,15.84745763,16.02052452,15.13002364,17.57035003,15.83902439,16.6977286,#VALUE!,12.09860936,15.19654088,15.26666667,17.4796748,18.88825542,15.50847458,15.88840737,15.80942623,17.66260163,16.1420932,14.75940507,18.92836342,16.86292548,16.03251054,17.34065934,14.80108499,15.42627346,17.196702,16.2295082,16.8206158,15.72178478,14.6868476,15.37807606,14.65474416,16.81475904,18.32041344,12.12184874,17.44453574,14.37216339,17.82463186,14.6,13.2879046,16,13.77819549,13.71848739,17.15561224,13.34586466,13.58181818,15.27891156,14.85751295,16.64944014,16.88197767,16.13765182,16.12115732,16.11721612,17.79013204,13.93673111,14.49090909,16.97457627,14.01260504,14.35643564,14.01470588,14.05448718,15.53294574,17.57658643,15.74279379,14.9673913,17.11840228,,21.26794258,21.46226415,23.01904762,22.69654088,22.34056122,20.95255745,22.62981575,22.4120603,23.4186747,22.37147595,22.74911032,22.62981575,23.24945295,23.57512953,23.62784471,22.80428954,23.13527181,23.85516507,22.95232936,23.32927572,23.44126506,23.08673469,22.94987675,23.41708543,22.78974956,22.61286682,22.12279556,23.69677419,22.93723047
14.92537313,15.625,14.28571429,16.34328358,5.447470817,12.63318777,9.198606272,13.88646288,11.63543441,11.97979798,12.44541485,14.27419355,17.36444749,19.27096774,16.15165336,15.77464789,15.04728132,16.64190193,16.91986644,17.18554552,17.32873075,17.49504296,16.17605634,17.42588576,16.83870968,17.76796231,17.25985222,17.08766716,17.75700935,17.12087912,17.58450704,17.10931174,17.39495798,16.97183099,17.1902834,15.84745763,16.0604333,15.09456265,17.50171585,15.80487805,16.65695981,#VALUE!,12.04804046,15.07075472,15.33333333,17.36449864,18.9281642,15.44915254,15.87215601,15.80942623,17.79810298,16.09625668,14.75940507,18.87012231,16.83532659,16.07465382,17.26739927,14.71066908,15.29758713,16.97879859,16.09538003,16.91432396,15.59930009,14.64509395,15.18120805,14.63984103,16.94277108,18.26012059,12.18487395,17.41988496,14.41754917,17.85140562,14.78181818,13.33901193,15.83809524,13.77819549,13.80252101,17.09183673,13.53383459,13.69090909,15.23809524,14.98704663,16.45133506,16.88197767,16.27530364,16.15732369,16.0952381,17.88047255,13.83128295,14.36363636,16.94915254,14.07563025,14.5709571,14.07352941,13.99038462,15.66860465,17.59846827,15.88691796,14.89130435,17.06847361,,21.26794258,21.36006289,23.04761905,22.77515723,22.13010204,20.89325426,22.72473479,22.64321608,23.59186747,22.29408513,22.66014235,22.5572306,23.39715536,23.53626943,23.44712182,22.69705094,23.17319848,23.82321619,23.1148429,23.23189288,23.62198795,23.02295918,22.86770748,23.61809045,22.59755387,22.61286682,22.20770738,23.61290323,22.87014854
15,15.625,14.28571429,16.34328358,5.435797665,12.6768559,9.198606272,13.89956332,11.63543441,12.06060606,12.44541485,14.27419355,17.34385724,19.30967742,16.19156214,15.86619718,15.04728132,16.64190193,16.96994992,17.2828353,17.32873075,17.42894911,16.17605634,17.49819234,16.77419355,17.803298,17.30295567,17.03566122,17.80062305,17.06959707,17.58450704,17.08502024,17.47135218,16.99295775,17.1659919,15.90677966,16.17445838,15.09456265,17.52230611,15.80487805,16.5987187,#VALUE!,12.09860936,15.07075472,15.33333333,17.41192412,18.85404789,15.36440678,15.88840737,15.70696721,17.81842818,16.09625668,14.61067367,18.85264997,16.86292548,16.13485852,17.19413919,14.71066908,15.33512064,16.9434629,16.14505713,16.93440428,15.54680665,14.6868476,15.0917226,14.61997019,16.92018072,18.11369509,12.24789916,17.39523418,14.47806354,17.87148594,14.67272727,13.45826235,15.80952381,13.77819549,13.71848739,17.09183673,13.47744361,13.81818182,15.19727891,14.85751295,16.36520241,16.90590112,16.25101215,16.09403255,16.11721612,17.74148714,13.83128295,14.41818182,17.00847458,14.22268908,14.52145215,14.16176471,13.94230769,15.66860465,17.59846827,15.88691796,14.7826087,17.11840228,,21.37161085,21.30503145,23.01904762,22.77515723,22.2130102,20.86730912,22.59631491,22.91457286,23.29066265,22.18352681,22.68683274,22.5572306,23.37527352,23.44559585,23.4270415,22.66487936,23.04677623,23.82321619,23.22318527,23.12842362,23.79518072,22.97831633,22.62119967,23.68844221,22.65579499,22.57336343,22.20770738,23.63225806,22.7455678
15.09950249,15.546875,14.28571429,16.34328358,5.420233463,12.70742358,9.174216028,13.91703057,11.70357751,12.06060606,12.51091703,14.27419355,17.36444749,19.30967742,16.20866591,15.86619718,15.09456265,16.56760773,16.96994992,17.2133426,17.25969198,17.38268341,16.1971831,17.57049892,16.72903226,17.84452297,17.24137931,17.01337296,17.86292835,17.06959707,17.58450704,17.1417004,17.4407945,16.97183099,17.22267206,15.90677966,16.26567845,15.16548463,17.50171585,15.86829268,16.58124636,#VALUE!,12.09860936,15.11792453,15.36190476,17.4796748,18.83124287,15.48305085,15.88840737,15.88114754,17.7303523,16.1420932,14.72440945,18.81188119,16.86292548,16.11679711,17.14285714,14.76491863,15.19034853,16.91990577,16.25931446,16.95448461,15.66054243,14.6868476,15.18120805,14.66964729,16.86746988,18.26012059,12.33193277,17.36236647,14.47806354,17.91834003,14.49090909,13.45826235,15.80952381,13.77819549,13.65546218,17.13647959,13.47744361,13.81818182,15.23809524,14.76683938,16.42549526,17.00956938,16.21862348,16.12115732,16.0952381,17.72063933,13.83128295,14.36363636,17.05932203,14.28571429,14.40594059,14.22058824,13.99038462,15.62984496,17.66958425,15.85365854,14.75,17.23965763,,21.37161085,21.30503145,22.92380952,22.87735849,22.1747449,20.97850259,22.59631491,23.01507538,23.11746988,22.18352681,22.92704626,22.68565047,23.24945295,23.44559585,23.47389558,22.73458445,22.75600506,23.61022364,23.06067172,23.29275715,23.99849398,23.04209184,22.62119967,23.51758794,22.67326733,22.62979684,22.31874592,23.65806452,22.71202683
15.17412935,15.546875,14.28571429,16.41791045,5.39688716,12.72052402,9.163763066,13.930131,11.70357751,11.91919192,12.44541485,14.27419355,17.50171585,19.30967742,16.26567845,15.79577465,15.09456265,16.66419019,17.0033389,17.32453092,17.19065321,17.33641771,16.1971831,17.6934201,16.72903226,17.86219081,17.1182266,17.10995542,17.94392523,16.996337,17.53521127,17.1659919,17.41787624,16.97183099,17.08502024,15.90677966,16.24857469,15.09456265,17.36444749,15.95121951,16.65695981,#VALUE!,11.9721871,15.09433962,15.4952381,17.52710027,18.77423033,15.50847458,15.78006501,16.01434426,17.7303523,16.32543927,14.75940507,18.79440885,16.80772769,16.03251054,17.16483516,14.8915009,15.15817694,16.88457008,16.24441133,16.95448461,15.72178478,14.71816284,15.31543624,14.59016393,16.89006024,18.32041344,12.24789916,17.41988496,14.47806354,17.98527443,14.54545455,13.33901193,15.78095238,13.85338346,13.65546218,17.2002551,13.47744361,13.81818182,15.10204082,14.76683938,16.51162791,17.12121212,16.19433198,16.30198915,16.19047619,17.74148714,13.88400703,14.36363636,17.00847458,14.28571429,14.40594059,14.22058824,14.05448718,15.60077519,17.57658643,15.96452328,14.75,17.45363766,,21.39553429,21.4072327,22.88571429,22.77515723,22.14923469,21.04151223,22.68565047,22.64321608,23.11746988,22.1116639,23.22064057,22.79731993,23.12363239,23.66580311,23.58099063,22.68096515,22.62958281,23.64217252,22.93066089,23.35362142,24.0436747,23.06760204,22.65406738,23.31658291,22.69656377,22.59029345,22.16198563,23.74193548,22.42453282
15.17412935,15.546875,14.28571429,16.41791045,5.39688716,12.70742358,9.174216028,13.98689956,11.70357751,11.77777778,12.44541485,14.27419355,17.52230611,19.27096774,16.28848347,15.8943662,15.13002364,16.79049034,17.0033389,17.37317582,17.275624,17.31658956,16.24647887,17.71511208,16.81935484,17.94464075,17.1182266,17.08766716,17.92523364,16.92307692,17.53521127,17.1417004,17.4407945,17.11267606,17.10931174,15.99152542,16.28848347,15.09456265,17.31640357,15.90243902,16.65695981,#VALUE!,11.9216182,15.01572327,15.45714286,17.43224932,18.85404789,15.48305085,15.80173348,16.01434426,17.68292683,16.37127578,14.67191601,18.69539895,16.83532659,16.07465382,17.12087912,14.82820976,15.12064343,16.74322733,16.14505713,17.06827309,15.66054243,14.79123173,15.27069351,14.54048684,16.94277108,18.37209302,12.24789916,17.41988496,14.52344932,17.98527443,14.54545455,13.45826235,15.78095238,14.04135338,13.59243697,17.23852041,13.59022556,13.76363636,15.06122449,14.93523316,16.45133506,17.08931419,16.27530364,16.36528029,16.06593407,17.83877693,13.88400703,14.36363636,16.94915254,14.22268908,14.24092409,14.26470588,13.94230769,15.69767442,17.72428884,16.0421286,14.7826087,17.47503566,,21.42743222,21.43867925,22.88571429,22.93238994,22.13010204,21.08969607,22.70798437,22.38190955,23.4186747,22.15035931,23.24733096,22.90898939,23.26586433,23.79533679,23.29317269,22.64343164,22.41466498,23.64217252,22.87648971,23.45100426,23.99849398,23.06760204,22.59654889,23.64824121,22.55678509,22.46049661,22.16198563,23.63225806,22.39099185
15.09950249,15.546875,14.28571429,16.41791045,5.39688716,12.69432314,9.174216028,13.98689956,11.80579216,11.71717172,12.44541485,14.27419355,17.45367193,19.37419355,16.15165336,15.98591549,15.13002364,16.79049034,17.05342237,17.44266852,17.24375996,17.18440185,16.1971831,17.66449747,16.75483871,17.9623086,16.97660099,17.03566122,17.96261682,17.04761905,17.62676056,17.22267206,17.57066463,17.0915493,17.08502024,15.95762712,16.26567845,15.04728132,17.38503775,15.77073171,16.63948748,#VALUE!,11.9721871,15.01572327,15.45714286,17.52710027,18.81413911,15.44915254,15.78006501,15.80942623,17.66260163,16.34835752,14.63692038,18.73616773,16.77092916,16.09271523,17.19413919,14.76491863,15.10455764,16.74322733,16.130154,16.93440428,15.72178478,14.89561587,15.36017897,14.54048684,16.84487952,18.17398794,12.33193277,17.52670501,14.47806354,17.85140562,14.6,13.50936968,15.83809524,14.04135338,13.44537815,17.23852041,13.59022556,13.69090909,15.10204082,14.85751295,16.47717485,17.20095694,16.3562753,16.21157324,16.13919414,17.92911744,14.05975395,14.41818182,16.92372881,14.3487395,14.24092409,14.26470588,13.94230769,15.66860465,17.87199125,15.96452328,14.81521739,17.33238231,,21.37161085,21.61949686,22.66666667,22.72012579,22.23852041,21.2120089,22.7414852,22.61306533,23.29066265,22.05638474,23.1316726,22.81965382,23.15645514,23.96373057,23.24631861,22.58981233,22.50316056,23.82321619,22.86023835,23.37188071,23.94578313,22.89540816,22.48972884,23.61809045,22.65579499,22.36455982,22.3840627,23.52903226,22.41015812
15.09950249,15.546875,14.28571429,16.41791045,5.39688716,12.6768559,9.198606272,14.04803493,11.87393526,11.77777778,12.37991266,14.27419355,17.45367193,19.37419355,16.09464082,16.00704225,15.13002364,16.71619614,17.02838063,17.44266852,17.24375996,17.09847984,16.1971831,17.71511208,16.69032258,17.86219081,16.97660099,17.0653789,17.88161994,17.19413919,17.58450704,17.1902834,17.57066463,17.18309859,17.10931174,15.93220339,16.28848347,15.04728132,17.45367193,15.75609756,16.6977286,#VALUE!,11.9721871,14.93710692,15.45714286,17.5,18.81413911,15.39830508,15.72589382,15.85040984,17.75067751,16.42475172,14.78565179,18.77111241,16.67893284,16.11679711,17.26739927,14.76491863,14.86863271,16.82567727,16.20963736,16.93440428,15.80927384,14.79123173,15.44966443,14.50571287,16.73945783,18.26012059,12.33193277,17.41988496,14.37216339,17.75769746,14.6,13.57751278,15.87619048,13.90977444,13.50840336,17.36607143,13.59022556,13.63636364,15.14285714,14.85751295,16.59776055,17.20095694,16.41295547,16.12115732,16.19047619,17.97776233,14.11247803,14.36363636,16.80508475,14.28571429,14.19141914,14.22058824,13.94230769,15.69767442,18.01422319,15.85365854,14.81521739,17.21112696,,21.31578947,21.6745283,22.6952381,22.74371069,22.36607143,21.1749444,22.87548855,22.74371859,23.24548193,22.09508015,22.95373665,22.62981575,23.06892779,23.92487047,23.07228916,22.50402145,22.41466498,23.85516507,22.87648971,23.25015216,23.87048193,22.91454082,22.40755957,23.54773869,22.81304601,22.44356659,22.35793599,23.46451613,22.47244849
15.09950249,15.44270833,14.28571429,16.41791045,5.39688716,12.66375546,9.198606272,14.00436681,11.92504259,11.85858586,12.29257642,14.51612903,17.50171585,19.33548387,16.09464082,16.03521127,15.21276596,16.7384844,17.0033389,17.53300903,17.2968667,17.13813615,16.17605634,17.66449747,16.64516129,17.74440518,17.03817734,17.16196137,17.88161994,17.16483516,17.58450704,17.22267206,17.54774637,17.25352113,17.08502024,15.84745763,16.32269099,14.92907801,17.41249142,15.74146341,16.6977286,#VALUE!,11.88369153,14.88207547,15.4952381,17.45934959,18.91106043,15.39830508,15.67172264,15.95286885,17.88617886,16.55462185,14.69816273,18.73616773,16.65133395,16.13485852,17.34065934,14.80108499,14.89008043,16.72555948,16.20963736,17.08835341,15.80927384,14.82254697,15.49440716,14.54048684,16.79216867,18.32041344,12.33193277,17.41988496,14.47806354,17.80455154,14.67272727,13.57751278,15.83809524,13.90977444,13.65546218,17.32780612,13.66541353,13.76363636,15.10204082,14.93523316,16.59776055,17.14513557,16.51821862,16.09403255,16.16849817,17.99861015,14.11247803,14.30909091,16.80508475,14.28571429,14.35643564,14.26470588,13.99038462,15.76550388,17.98140044,15.96452328,14.7826087,17.21112696,,21.26794258,21.75314465,22.6,22.82232704,22.25765306,21.04151223,22.87548855,22.88442211,22.96686747,22.31619679,22.98042705,22.59631491,23.10175055,24.09326425,23.1793842,22.42895442,22.41466498,23.7486688,22.843987,23.20754717,23.69728916,23.04209184,22.37469187,23.34673367,22.69656377,22.42099323,22.53429131,23.52903226,22.52036416
